sign_language,spoken_language,country_code,texts,sign_writing
ssr,fr,ch,Tapir,M539x517S33100482x482S15300523x487S2b701520x456
ssr,fr,ch,Assumer,M532x542S36d00479x459S17f1f492x472S1851e495x517S22a04498x500S21100519x497
ssr,fr,ch,Kyste,M530x526S37806471x490S15d5a503x485S10050489x496S2d508482x474S20500482x484S20500493x484
ssr,fr,ch,Lentilles 1,M535x518S15a18466x486S10a11480x492S21800485x482S2e501512x489
ssr,fr,ch,Écublens,M545x540S36d00479x461S14a20530x479S27102530x500
ssr,fr,ch,Lampe,M569x518S2ff00482x483S17612539x469S15742530x491S22104557x484
ssr,fr,ch,Oral 2,M538x545S33b00482x482S12800515x511S2e500488x518
ssr,fr,ch,Anniversaire,M553x536S20310538x521S20318446x521S37600486x486S15219506x465S15211465x464S22a05516x510S22a13466x510
ssr,fr,ch,Traire,M543x545S16d30513x472S22a04528x500S20332507x518S22a04509x500S2033a477x499S16d38466x455S22a14458x481S22a14478x481S2033a457x498S20332528x518S2fc00485x534
ssr,fr,ch,Xbox 360,M534x529S12820511x505S2d907489x485S12800466x472
ssr,fr,ch,Protéine,M535x532S14c49506x505S1d151510x475S21013464x477S22f07484x474S22217493x468
ssr,fr,ch,Jakarta,M526x537S18510474x464S37900494x479S20500479x507S2ee02503x470S2031a488x522
ssr,fr,ch,Danemark,M524x521S36d00479x479S11e02455x497S29a06489x506S21100493x490
ssr,fr,ch,Longtemps,M538x540S21100467x472S37a0b462x474S10051492x481S20359499x461S26603469x478S37703515x498S3770b516x518
ssr,fr,ch,Ouïe,M540x531S33010479x483S10010516x501S20600515x481S22212535x493
ssr,fr,ch,Lettre 2,M532x519S1a002503x499S1a00a468x499S26512475x481S26506505x481
ssr,fr,ch,Hiroshima,M559x546S11511504x455S11519478x455S11550544x516S11558442x516S28836530x477S2883e457x478S22b04541x480S22b14449x480
ssr,fr,ch,Casablanca,M512x527S16d10494x473S2e500489x500
ssr,fr,ch,Fatiguer,M547x537S36d00479x464S14c02499x475S14c0a471x505S2eb04532x468S2eb40451x484S20f00473x489S20f00504x498S2fc00498x526
ssr,fr,ch,Amant,M548x533S15d38515x429S15d40518x445S30004482x483S15d00494x506S26600520x482S20500538x448S20500512x510
ssr,fr,ch,Protestation,M532x557S20300502x485S20308479x520S37709480x533S37701510x499S28110480x485S28108498x450S28108512x443S28110468x475
ssr,fr,ch,Ligne,M542x523S20500520x512S10050527x478S10058508x478S26712458x494
ssr,fr,ch,Globule blanc,M527x528S12951499x508S22003473x488S26701474x472
ssr,fr,ch,Grimisuat,M538x534S2ff00482x483S2e230519x502S10010519x472S20500511x486
ssr,fr,ch,Roumanie,M575x536S15211549x463S15219428x467S18510508x518S18518474x518S2e618440x493S2e600531x489S20600493x525S22104521x490S22100562x515S22100425x516S22104470x493
ssr,fr,ch,Avoir mal,M538x612S1f550510x539S1f558474x556S2eb00523x563S2eb44473x580S30c00482x482S34700482x482
ssr,fr,ch,Boutons,M527x533S10a00512x507S20500501x505S2ff00482x483S20500499x485S20500505x498
ssr,fr,ch,Nazi - nazisme,M547x543S11820523x493S2450a516x525S2ff00482x482
ssr,fr,ch,Protéger,M526x532S18111475x480S37802496x500S15a58478x491S20600504x496S22f03496x468
ssr,fr,ch,Baignoire,M576x575S36d00479x510S1f502504x529S1f50a476x529S23604508x558S23614449x558S21100524x541S21100460x540S28b07523x445S18148431x427S18140564x426S28b1f451x446
ssr,fr,ch,Bison,AS16d10S16d18S2d606S2d61eS20300S20300S30007S30001M539x517S30001482x482S30007482x482S16d18468x470S16d10514x472S2d606517x446S2d61e467x446S20300504x434S20300487x434
sgg,de,ch,Afghanistan,M546x552S15002453x469S2ff00482x482S26606500x481S1ea10523x497S22b04520x522
ssr,fr,ch,Gêné - gênée,M541x545S15d09486x464S3780b460x483S37812523x513S20301512x498S24b35497x473S20e00485x455
sgg,de,ch,Belize,M537x530S14710464x470S2460a468x500S14751516x509
ssr,fr,ch,Épaule,AS15d52S20600S36d00M544x536S36d00479x530S15d52514x517S20600522x502S2ff00483x482
ssr,fr,ch,Vallorbe,M515x542S15d21492x519S15d00489x459S24b08486x489
ssr,fr,ch,Grippe intestinale,M549x664S36a00481x477S15002484x521S20600460x515S14c0a480x617S14c02501x601S36d00479x583S2e501516x620S2e519472x637S21100536x610S21100463x628
ssr,fr,ch,Association s5,M529x551S15d18472x513S20320493x522S26502514x523S20500492x540S26600492x486S14c20491x449S22100508x499
ssr,fr,ch,Faible,M555x545S15730518x455S15738465x456S22b04523x491S22b14462x491S22100543x493S22100543x508S22100445x491S22100445x505S18530516x530S18538460x529
ssr,fr,ch,Kaboul,M534x539S10000512x461S15d3a507x512S37a00516x491S37906467x525S26a14484x498S20600485x513
ssr,fr,ch,Contamination,M564x591S1ce40491x449S1ce48468x449S26502487x409S26501509x417S26507510x456S26500518x434S20351497x570S20359477x570S26707516x538S26711450x540S14c50540x501S14c58436x505
ssr,fr,ch,Toronto,M540x523S18002525x478S20500510x497S20500478x497S36d00479x487S26606484x507
ssr,fr,ch,Corse,M509x518S1f502492x494S21800491x481
ssr,fr,ch,Montreux,M518x557S33b00482x482S14c40476x495S20500500x513S14c48477x526S20500467x538
ssr,fr,ch,Platon,M559x571S30004482x483S25605507x517S25613468x518S14c01533x544S14c09444x541S22637524x510S22631448x512
ssr,fr,ch,Ordonnance 2,M518x555S17610447x535S15a28447x489S37900452x515S20600420x537S2ff00482x483
ssr,fr,ch,Moi-même,M527x522S36d00479x479S1f502492x493S20e00510x510S2c634510x490
ssr,fr,ch,Décembre,M537x553S10100518x492S30005482x482S2e00c516x525S20f00488x521
ssr,fr,ch,"Inconscient, e",M538x537S30500482x479S2ff20476x486S30005482x486S18510513x514S20600497x526
ssr,fr,ch,Badminton,M561x531S2ff00482x483S1ea10538x471S37900552x491S26b00522x495
ssr,fr,ch,Aspirateur,M528x605S15750463x537S26f04486x550S22114487x569S22104516x569S34f00482x483S37800475x562S15d5a460x586S37806430x591
ssr,fr,ch,Treize,M522x529S11e00499x471S28908479x500
ssr,fr,ch,Savoir 1,M559x526S30007482x483S18200512x485S20500508x470S2df01524x502S18220536x485
ssr,fr,ch,Lutter,M529x542S10018485x482S37800491x510S20341484x477S37803499x490S26a20471x458S20500473x481
sgg,de,ch,Joint,M536x535S1f151503x500S1f159469x501S2d807502x466S2d81f465x467S20500497x524
ssr,fr,ch,Boiter,M526x527S10004503x474S1000c475x474S22f04501x513
ssr,fr,ch,Avoir mal au ventre,M533x604S36d00479x537S30c00483x483S14c02484x557S2e502487x581S21100520x586
ssr,fr,ch,Braille,M532x530S15d39468x503S15751477x510S26507500x491S26507510x499S22521490x471S21100519x479
ssr,fr,ch,Réconcilier,M554x522S11a50501x478S11a58484x478S20500495x511S29f02521x490S29f1a447x493
ssr,fr,ch,Habitude,AS10e21S20500S30007S28108M543x517S10e21513x481S30007482x482S28108510x451S20500503x472
ssr,fr,ch,Appartement,M514x527S11e50487x473S22f04489x513
ssr,fr,ch,Troistorrent,M528x537S11e51473x464S25704479x495S2e231501x485
ssr,fr,ch,Notre - nos,M527x573S36d00479x428S20500508x562S2e90e487x463S36d00479x523S14001472x534S26904505x540S10004472x446
ssr,fr,ch,Canapé,M560x518S17350502x498S17358478x498S27608531x483S27610440x483
ssr,fr,ch,Massif,M551x578S25117450x460S15d11503x435S20500498x423S25101526x461S15d19478x435S15d19473x555S15d11497x554S2dc05509x514
ssr,fr,ch,Pestalozzi johann henrich,M525x526S36d00479x475S15d01502x503S22a01488x490S21100504x486
ssr,fr,ch,Crêpe,M521x534S15d59479x501S15d31498x503S2e730503x474S2e850486x467S20500499x523
ssr,fr,ch,Confortable 2,M547x524S22114451x476S16d10519x489S16d18464x489S22114521x477S36d00479x508S20500520x512S20500471x513
ssr,fr,ch,Émancipation,M552x574S2d610467x548S36d00478x427S20301498x435S20309481x435S37800544x542S37800456x542S36d00480x530S20320537x527S20328449x529S20500522x436S20500470x435S2d608510x549S37702511x451S37709481x450
ssr,fr,ch,Hot dog,M534x522S17d38467x499S10002480x506S26902516x506S20700483x479
ssr,fr,ch,Matériel,M542x517S17730502x497S17738479x497S20600490x483S26a02528x487S26a16458x490
ssr,fr,ch,Cacher,AS15d51S18059S2c600S20e00M535x527S18059485x473S15d51512x504S2c600492x492S20e00482x503S3770b464x489
ssr,fr,ch,Ne pas être content,M572x628S30c00444x452S30126520x501S2c631473x493S15d02449x507S27202547x588S10020557x554S20e00480x516
ssr,fr,ch,Pelleteuse,M526x580S14e20501x420S14e50474x447S22e03503x459S14e50479x524S25504485x558
ssr,fr,ch,Ausculter,M554x617S33000476x483S1f110525x496S1f118445x497S20500523x507S20500468x508S12820481x593S26500478x573S26500515x572S26506497x573
ssr,fr,ch,Examiner,M540x536S2e619460x500S2e601511x502S11850510x467S11858472x465
ssr,fr,ch,Communauté,M575x540S36d00479x373S18109404x404S18121430x404S20500427x388S26726471x402S2e128416x432S2e120464x431S2e128511x432S2e120552x431S33010480x483S20500523x494S10011518x501S10000482x508S33e00480x483S2d50b500x525
ssr,fr,ch,Ruban,M559x531S10e21472x470S10e29501x469S2a109494x497S2a111471x496S10e02529x509S10e0a442x511
ssr,fr,ch,Milliard,M524x539S15d38476x461S37a00488x486S18050494x524S20500484x520S20500484x508S20500484x498S20500484x487S26700501x477
ssr,fr,ch,Bien,M539x571S26500525x524S1f502523x547S33e00482x483S2f900528x511
ssr,fr,ch,Malaisie,M556x530S15a10520x503S15a18473x492S23607527x474S23615445x470
ssr,fr,ch,Barbie,M539x555S2ff00482x483S14700523x482S29804526x511
ssr,fr,ch,Alfa roméo,AS10020S1002aS24808M524x531S10020499x501S1001a477x506S24808494x469S20500514x502
ssr,fr,ch,Transporter,M535x527S15d31474x473S15d3f464x504S2d628506x481S2d628505x497
ssr,fr,ch,Vous deux,M515x529S1dc02485x505S26c02497x472
ssr,fr,ch,Tondre 1,M527x527S26600510x474S26610474x475S20350512x512S20358474x512
ssr,fr,ch,Sculpteur,M534x548S1ea18467x460S1ea10489x452S22c14467x488S22c04496x476S22e04517x467S22e04517x488S22e04517x509S22e04517x530
ssr,fr,ch,Surveiller,M544x522S1ec21513x498S1ec29462x497S26a00517x479S26a10457x478
ssr,fr,ch,Pompier,M529x531S1ed31501x468S1ed39491x506S23622471x472
ssr,fr,ch,Orange 2,M535x528S17110503x482S17118481x482S20500496x517S20500495x473S17117505x503S1711f482x504S2880c523x490S28814466x490
ssr,fr,ch,Lac léman,M543x522S1dc21458x499S28b0a474x478S14c27517x495
ssr,fr,ch,Londres,M552x517S1dc02522x484S2f000515x466S30006482x482
ssr,fr,ch,Bristol,M523x552S17710503x462S17718482x462S20500498x449S20500502x512S15d39477x518S10051487x531
ssr,fr,ch,Panda,M543x518S31500482x483S16c10504x486S16c18473x485S26504529x488S26514454x489S20500530x505S20500456x506
ssr,fr,ch,Immigration,M535x528S14c51508x491S14c5f473x501S2b722466x472
ssr,fr,ch,Emballer,M553x529S15a02467x486S15a0a508x502S37806477x507S37806493x491S2ec34447x471S2ec18538x489
ssr,fr,ch,Sûr - sûre,M518x530S20300482x486S11a50503x470S2df08490x509
ssr,fr,ch,Jubilé,M552x565S1ea00524x496S1ea08449x497S37a00537x517S37a00455x517S2ff00482x483S2ea06527x475S2ea1e442x477
ssr,fr,ch,Cigare,M545x519S33b00482x483S17510503x502S26607523x482
ssr,fr,ch,Drapeau,M529x534S15a5a476x518S15a02472x471S37900497x476S20500507x523S2e003510x465S21404504x514
ssr,fr,ch,Concret,M540x527S17d10517x512S17d18461x512S26600524x474S26610463x474S22104513x497S22104514x487S22104480x496S22104479x486
ssr,fr,ch,Organigramme,M542x536S15328482x476S15320498x476S20500492x463S15320527x511S15328457x510S2380b505x504S23813476x503
ssr,fr,ch,Pont,M561x535S11910500x475S11918480x475S20500495x465S2890b522x490S28913451x490S11510546x503S11518439x505
ssr,fr,ch,Lenovo,M539x531S15a1a512x502S37a06466x508S1dc20512x470S37800529x499S26706461x486S21100468x475
ssr,fr,ch,Colère,M560x579S36d00479x530S15002506x554S1500a463x554S23a07524x514S23a1f452x514S20e00509x540S20e00480x540S30c00482x483S23a07538x519S23a1f440x521
ssr,fr,ch,Épaissir,M522x555S17710501x539S17718477x540S22100510x526S22100479x525S32a00482x483
ssr,fr,ch,Aiguille,M538x521S1da48463x492S1da41479x490S2e60d509x480
ssr,fr,ch,Casino,M524x520S11e51477x480S2f001503x500
ssr,fr,ch,Base de données,M525x530S15d31499x470S17e3f489x478S20700476x470S2d927480x511
ssr,fr,ch,Pakistan,M575x530S30000482x482S14020546x482S14000507x481S20500495x470S2df0c535x509
ssr,fr,ch,Sarajevo,M548x518S33b00482x483S14e10523x482S20500508x504S21910525x474
ssr,fr,ch,Whisky,M538x519S20500515x489S20500528x489S18756462x482S18750490x490
ssr,fr,ch,Cadet - cadette,M534x527S20e00497x474S19a09466x475S23404497x513S19a10493x486
ssr,fr,ch,Postfinance,M537x576S15d39488x549S20341490x514S20500490x542S20500500x534S26507482x533S21400482x571S20319477x434S20351495x439S26511464x425S28405515x458S20500494x428
ssr,fr,ch,Chuchoter,AS14710S34400M529x532S34400482x488S14710502x510S30103482x477S20500519x507
ssr,fr,ch,Ce matin,M527x525S15d0a473x486S15d00480x498S22f00501x474S20f00501x492
ssr,fr,ch,Appareil acoustique,M557x518S33010479x483S1ed20521x490S2b805529x458S1ed50501x463S21100544x461
ssr,fr,ch,Incorporer,M532x522S16c48469x499S18550481x507S28a02496x478S20700473x478
ssr,fr,ch,Procédure,M530x560S2b710474x439S2b700497x459S2fd00487x554S2b700499x495S2b710478x483S18040499x532S18048470x517
ssr,fr,ch,Valais,M525x530S15d20475x469S2c605486x504S1f750505x503
ssr,fr,ch,Ouvrier - ouvrière,M538x540S36d00479x461S18504483x504S2e601509x506S21100517x490
ssr,fr,ch,Caraïbes,M533x531S37906468x511S15a5a506x504S16d20469x486S28b0d489x469S21100475x517
ssr,fr,ch,Paquebot,M524x543S20500495x507S15d49477x520S15d41501x520S26720493x458
ssr,fr,ch,Break,M562x599S1ec01498x419S1ec09448x444S23603514x401S23611428x428S2fb00486x466S16d10545x544S16d18526x539S36d00479x564S26604546x569
ssr,fr,ch,Clignoter,M519x527S17620481x511S15220482x474S22210498x505S22200505x494
ssr,fr,ch,Romont,M572x531S11a20543x501S11a00543x469S22a00559x497S36d00479x497
ssr,fr,ch,Se révolter,M546x548S30000482x483S30004482x483S10001515x482S10009472x518S20500494x470S20500498x521S10029451x483S28100514x454S10021516x437S28118463x498
ssr,fr,ch,Transfert,M558x552S10e50475x449S10e58515x449S10e30543x448S10e38443x449S37800520x479S37800552x478S37800482x477S37800447x477S2a204507x523S2a214480x524
ssr,fr,ch,Autonome,M515x526S2c700486x474S1f540500x502
ssr,fr,ch,Chirurgie,M553x525S1f720507x476S1f728471x486S23604514x498S23610447x508
ssr,fr,ch,Viol,M540x541S20318488x497S15d21504x487S3780b460x511S37812522x504S21414490x516S21100506x516S28428487x459
ssr,fr,ch,Biscuit,AS1f710S20600S30006M542x517S30006482x482S20600520x480S1f710521x495
sgg,de,ch,Mandarine,M538x534S15339483x511S18520487x496S2a200463x488S2a208487x466S2a209518x495
ssr,fr,ch,Flotter,M542x528S14c50499x476S14c58458x472S29906510x514S29916462x511
ssr,fr,ch,Armoire,M551x521S20348485x492S20340502x492S20500496x479S2d61c450x508S2d604522x507
ssr,fr,ch,Laborit emmanuelle,M512x551S20310493x520S14c20489x449S20500497x540S26600492x485
ssr,fr,ch,Carnaval,M518x557S2ff00482x483S15000488x491S2e230491x525
ssr,fr,ch,Écarter,M545x524S18052501x476S1805a483x476S20500494x513S26606515x493S26612456x493
ssr,fr,ch,Chaussures,AS20350S20358S26a02S26a16S20500S20500M520x524S20350501x477S20358483x477S26a02506x497S26a16480x497S20500494x497S20500495x508
ssr,fr,ch,Kangourou,M555x525S36d10479x475S15a04507x498S15a0c480x498S2b901529x487S2b911454x487
ssr,fr,ch,Bretelle,M539x544S36d00479x464S11e50516x457S11e58462x456S13f50510x525S13f58460x523S22b04523x491S22b14462x490S20500506x469S20500486x470S20500510x533S20500481x532
ssr,fr,ch,Adversaire,M568x580S10002538x564S1000a431x565S26502517x559S26516467x559S2f900519x552S2f900469x552S30c00482x483
ssr,fr,ch,Plonger,M524x535S15d11501x512S15d19477x512S20500496x498S2b801496x465
ssr,fr,ch,Personne 2,M537x534S1ce10513x466S1ce18471x466S2e601508x500S2e619464x500
ssr,fr,ch,Foyer,M541x549S15a40529x515S15a48460x516S20500497x451S23804524x484S2381c459x485S2fb04493x543S18010502x466S18018468x466
ssr,fr,ch,Jackson michael,M518x571S30000482x483S10000487x486S20500495x469S25404488x521
ssr,fr,ch,Avoir de la chance,AS1ec40S1ec48S26a00S26a10M531x527S1ec40507x508S1ec48469x507S26a10468x486S2fb00490x473S26a00504x486
ssr,fr,ch,Mirabelle,M556x534S30005482x483S19a00515x514S20e00524x503S26a06542x491S1cf10519x402
ssr,fr,ch,À cause de,M521x570S2c305485x532S14711478x550S36d00479x524S2ff00485x482S20500470x545
ssr,fr,ch,Couleuvre,M534x516S15a5a507x502S37906466x508S10022501x484S27e0f475x501S21100480x485
ssr,fr,ch,Débarrasser 2,M576x526S36d00479x475S15d30513x500S2720c536x506S27214433x507S15d38475x499
ssr,fr,ch,Institution,M548x515S1ec40502x484S1ec48475x484S23b04529x494S23b1c452x494
ssr,fr,ch,Fin,M539x540S36d00479x461S20500529x529S14711470x470S22b05487x487S20500455x462S14705509x508
ssr,fr,ch,Kilomètre,M515x532S14020485x502S26700499x468
ssr,fr,ch,Arménie,M527x526S1f50a473x489S18551486x474S2e802494x495S21200499x512
ssr,fr,ch,Débile,M536x584S30007482x483S1f020496x569S20500509x476S22214495x560S10011515x487
ssr,fr,ch,Bagdad,M549x512S36d00479x488S1f512508x497S20600527x498
ssr,fr,ch,Broche,M521x523S12801482x499S36d00479x477S20500486x489
ssr,fr,ch,Valise,M586x521S36d10479x479S20310527x504S23604547x504S3770a533x480S37706520x480
ssr,fr,ch,Gorille,M559x535S36d00479x465S20301502x502S20309479x481S27104504x478S27110455x507S20500506x492S20500531x493S20500469x522S26500545x476S26514441x506S20500442x524
ssr,fr,ch,Magasin,M556x525S18500504x475S18508471x475S18520531x475S18528444x475S2e00f524x490S2e017458x491
ssr,fr,ch,Raconter,M540x537S12310505x473S12318476x472S22104461x518S2e00f505x503S20500498x464S22104527x504S22104528x518S22104461x504S2e017476x502
ssr,fr,ch,Amnesty international,M525x524S20349495x503S11930498x476S22214476x482S20500515x500
ssr,fr,ch,Couler 2,M515x528S22f04490x501S22101492x519S22101504x519S1eb50486x473
ssr,fr,ch,Reine,M537x540S36d00479x461S11a11467x468S11a04510x510S22b05477x499S20500455x462S20500527x528
ssr,fr,ch,Bois,M524x535S15a37477x512S15d41496x502S27101497x473S21100492x465
ssr,fr,ch,Crocodile,M563x527S15050489x473S15038477x495S20500506x506S23600524x486S23614437x510
ssr,fr,ch,Mobylette,M554x509S20350507x494S23000529x491S20358447x494
ssr,fr,ch,Madagascar,M534x567S15000509x516S30004482x482S20e00496x518S24804497x539
ssr,fr,ch,Lire,AS10e51S15d39S26a07S20e00M528x521S15d39472x486S10e51477x496S26a07502x486S20e00516x478
ssr,fr,ch,Évêque,M530x518S2ff00482x483S15a10518x476S15a18471x475S23917483x446S2390f503x446S20500497x433
ssr,fr,ch,Biberon,M549x535S33b00482x483S1f510492x520S26a04522x500
ssr,fr,ch,Spaghetti,M539x536S15d39461x513S10e13474x503S22d07502x465S22535489x463
ssr,fr,ch,Testament,M542x535S20500495x524S20500497x465S24302515x497S2431a459x498S1f210501x477S1f218470x477
ssr,fr,ch,Cycle d'orientation,M529x510S16d10471x490S17610513x492S26506494x495
ssr,fr,ch,Gay,M529x530S15a37482x488S1f540482x471S20500471x496S2e205502x500
ssr,fr,ch,Restaurant,AS10e02S10e0aS23600S23614S33b00M551x587S33b00482x483S10e12505x556S10e1a463x528S25504523x526S2fb00489x581S25514480x550S25514450x551S25900509x526S25900537x526S25910465x548
ssr,fr,ch,Rome,M520x523S11549480x496S11541496x493S20600485x477
ssr,fr,ch,Mitsubishi,M536x563S1f417501x438S1f412494x503S22a05520x466S22a13464x466S22207518x445S22a00497x484S22202484x518S1f41f477x438S1f41f475x533S22203529x452S22201478x440S22205466x445S22206484x504
ssr,fr,ch,Se laver,M555x518S2ff00482x483S14c01488x490S2e602522x486
ssr,fr,ch,Skype,M555x553S13d11495x474S13d1f473x496S20500483x484S22104446x546S22104543x447S24b07520x457S24b13454x521
ssr,fr,ch,Deuxième,M522x535S1dc20478x466S37900494x495S2e003503x501
ssr,fr,ch,Département,M527x552S10128481x511S10120502x511S20500494x541S20500494x478S2d606505x484S2d61e473x485S10108483x447S10100500x447
ssr,fr,ch,Abandonner,M534x544S14c58466x513S20328469x456S20320510x456S14c50510x511S22b04510x480S22b14469x480
ssr,fr,ch,Casquette,M546x554S30000477x519S26500512x499S18010509x521S2f900515x489S2ff20476x445S2b700491x435S18010516x450
ssr,fr,ch,Copenhague,M524x517S2ff20476x482S15351490x461S20500494x494S22a00496x440
ssr,fr,ch,Gdansk,M541x527S36d00479x474S1ed10515x480S1ed1c515x507S20500510x480S20500507x516S2a603496x490
ssr,fr,ch,Dromadaire,M538x516S15a50463x489S28b32486x485S22a32481x496S22a06523x492
ssr,fr,ch,Uber,M545x514S16c18455x493S15d12475x490S27200505x486
ssr,fr,ch,Étudiant - étudiante,M518x589S15a00501x531S15a08486x531S20500495x521S2e520487x562S2ff00482x483
ssr,fr,ch,Monthey,M543x518S17630521x482S2ff00482x483S22110517x470
ssr,fr,ch,Numérique,AS17610S2e003S1f502M519x530S17610482x478S1f502504x470S2e003492x496
ssr,fr,ch,Robinet,M545x527S12820521x474S12828459x475S2ee09523x508S2ee11456x508
ssr,fr,ch,Vacherin glacé,M534x641S35a04482x483S20301489x524S37803504x540S2eb04516x517S16c48473x620S13d50472x605S22a00475x585S22a00495x588S22a00509x600S22104474x575S22104496x577S22104511x587
ssr,fr,ch,Étagère,M549x514S15a50503x487S15a58488x487S26606519x493S26612452x494
ssr,fr,ch,Paëlla,M585x522S27114415x480S27100545x478S1ea40546x500S1ea48440x501
ssr,fr,ch,Friture,M548x589S16f41503x418S16f49480x418S2d812452x445S2d80a514x447S16f47500x468S16f4f475x469S20500495x412S20500492x492S1ea40496x546S1ea48491x568S20500493x561S22f24518x571
ssr,fr,ch,Théâtre,AS1c502S1c50aS2eb00S2eb44S20e00S2fb04M554x541S2eb4c473x495S1c502506x480S1c50a473x470S2eb00509x507S20f00441x511S2fb04495x535S20f00528x510S36d00479x460
ssr,fr,ch,Hiver,AS18500S2e00cS18510S33b00M528x553S33b00482x483S18500504x523S2e00c490x525S18510461x522
ssr,fr,ch,Verre 2,M522x528S15d18478x501S1bc10501x495S22212507x474S20500496x472S20500496x484
ssr,fr,ch,Blouse,M532x537S36d00479x463S1d410501x469S1d448470x469S1d440503x509S1d418472x509S24e24492x489S20500495x469
ssr,fr,ch,Jeudi,AS19a20S2a20cM514x526S19a20486x473S2a20c489x498
ssr,fr,ch,Infirmier - infirmière,M521x529S1f552458x472S2330a453x497S20e00443x484S36d00479x490S37602478x490
ssr,fr,ch,Signaler,M529x527S15d51506x490S15d59479x504S20500487x486S20600488x473S21400472x504
ssr,fr,ch,Liberia,M524x526S15a59501x503S1dc20488x475S20600476x508
ssr,fr,ch,Avant 2,M559x520S2ff20476x482S15d00535x471S26b04532x502
ssr,fr,ch,Ghana,M532x525S15d39497x502S1f031502x479S2ea33491x476S20f00469x499
ssr,fr,ch,Soutien,M518x536S15d31495x513S2c620491x464S21400483x505S20349496x494S20500499x517
ssr,fr,ch,Transpirer,M566x517S2ff00482x482S14520514x468S14528462x468S20e00537x500S20e00448x497S26b00539x480S26b10441x478
ssr,fr,ch,Beaux-parents,M533x594S16002485x460S30004483x425S25504494x474S20e00510x476S18501485x499S30004482x540S30006482x540S14710519x545S14b10489x576S20500515x531S20500475x572S22103519x575
ssr,fr,ch,Pièce 2,M524x531S1ce40494x486S1ce48476x500S20600502x520S22f04489x468
ssr,fr,ch,Aller chercher,AS11810S33100S20500S26600M540x526S33100482x482S11810496x499S26600524x487S20500495x493
ssr,fr,ch,Filet 2,M522x526S15d39479x488S15d31499x475S26603489x503S21100504x512
ssr,fr,ch,Entendre,M595x518S11e20572x447S13f10522x496S26503557x477S20500519x476S33010479x483S26503565x489
ssr,fr,ch,Filet 3,M560x512S14402500x489S1440a469x490S28806538x494S2881e440x495
ssr,fr,ch,Diplôme,M515x545S20320487x494S2030a487x511S20500505x506S22b00486x456S22a14488x530
ssr,fr,ch,Belle-mère,AS16002S20e00S30004S25504S18501S15d10S20600S30006M536x586S30004483x426S16002485x461S25504494x475S18501487x500S20e00511x478S30006481x540S15d10517x543S20600511x575
ssr,fr,ch,Convenir,M542x526S20311514x475S20319461x476S23f00506x497S23f18477x498S22e04525x500S22e14459x500
ssr,fr,ch,Désinfecter,M524x518S15a59476x484S18551497x483S20600487x507
ssr,fr,ch,Impôt,M530x519S15d39470x496S1ea41480x497S20600472x481S22f03509x483
ssr,fr,ch,Échographie,M521x530S36d00479x471S20332472x494S2e601486x496S21100469x513
ssr,fr,ch,Effort,AS1dc20S20500S33b00S22114M545x526S33b00482x482S1dc20519x487S20500511x515S22114519x478S30c00482x482
ssr,fr,ch,Agneau,M544x539S36d00479x462S20301504x518S20309477x518S22a04508x501S22a14480x502S21100508x486S21100480x486S15001516x467S15009458x465
ssr,fr,ch,Diabète,AS10151S17137S26607S21100S3780bM535x524S17137519x476S3780b493x494S26607493x483S21100489x482S10151465x503
ssr,fr,ch,Taquiner,M528x517S20f00501x504S20348473x502S26a00501x489S1ea40475x484
ssr,fr,ch,Profession,M538x528S20342494x472S2034a493x490S20600469x479S37803508x480S3780b463x498
ssr,fr,ch,Espagne,M561x516S36d00439x484S1ea32446x493S1ea52523x493S36d00519x484S20e00437x492S20500518x494S2d200471x490
ssr,fr,ch,Cancer,M547x550S1ed3d504x524S1ed35466x525S1eb37507x459S1eb3f474x458S22c00531x469S22c10451x470S22104479x490S22104479x500S36d00479x450S22104507x512S22104479x511S22104507x490S22104507x501
ssr,fr,ch,Châssis,M561x582S1ec01509x437S1ec09459x462S23603525x419S23611439x446S2fb00497x484S26600545x549S15a32507x554S21100542x534S26604532x549S15a58501x544S21414499x574
slf,it,ch,Texas,M586x541S12d40524x459S12d48455x472S23700547x482S23710414x493S2fd00492x535
ssr,fr,ch,Pharaon,M524x567S30004482x483S20310493x518S20500514x511S25604492x537
ssr,fr,ch,Contraster,M560x513S1f500502x488S1f508477x488S26606530x488S26612441x488S2f900548x508S2f900440x506
ssr,fr,ch,Cinéma,M558x518S17620522x492S31510482x483S15220529x450S2e834539x482S22100546x470
ssr,fr,ch,Arbre,M537x540S3770e463x533S37601502x489S14c10491x459S20500490x515S2e230518x489S15a5a492x528
ssr,fr,ch,La berra,M561x530S36d00479x496S37609519x484S20320524x470S25604545x479S20350544x515
ssr,fr,ch,Lave-vaisselle,M542x534S2e213459x507S14c39485x480S2e201515x492S14c51486x465
ssr,fr,ch,Athée,M539x669S30000483x483S26604475x552S11a11508x472S20500495x471S36d00479x522S20500479x535S22b03499x514S1ce10515x610S1ce18470x611S2e503512x645S2e51b470x646
ssr,fr,ch,Le havre,M530x554S36a00482x477S10012500x514S10002500x539S2a603475x523S20500495x516S20500495x542
ssr,fr,ch,Urgence,M533x545S30004482x482S20e00476x518S20e00475x531S26a02488x518S14b10510x520
ssr,fr,ch,Brouillard,M530x555S14c21503x501S14c29466x498S2e501506x528S2e519468x527S30300482x477
